junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,speed_limit,engine_capacity_(cc),vehicle_type,urban_or_rural_area,road_surface_conditions,time_range,accident_severity
0,4,8,59,5,60,1587,9,2,1,20,3
0,4,8,59,5,60,1587,9,2,1,20,3
6,6,8,23,2,30,1587,9,1,1,13,3
0,3,8,50,6,30,1587,21,2,1,10,3
0,3,8,22,7,60,1587,9,2,2,11,3
0,3,8,22,7,60,1587,9,2,2,11,3
0,3,8,22,7,60,1587,9,2,2,11,3
0,3,8,74,7,60,1587,9,2,2,11,3
0,3,8,74,7,60,1587,9,2,2,11,3
0,3,8,42,6,60,1587,9,2,2,23,3
5,3,8,31,5,70,1587,9,2,2,7,3
3,4,8,72,2,40,1587,9,2,2,17,3
3,4,8,72,2,40,1587,9,2,2,17,3
0,3,8,41,1,70,1587,19,2,1,5,3
0,3,8,22,6,30,1587,9,1,1,7,3
0,3,8,22,6,30,1587,9,1,1,7,3
0,3,8,22,6,30,1587,9,1,1,7,3
0,3,8,22,6,30,1587,9,1,1,7,3
0,6,8,74,5,30,1587,9,1,1,14,3
0,6,8,43,4,60,1587,5,2,1,15,3
0,3,8,80,5,70,1587,9,2,1,15,3
0,3,8,80,5,70,1587,9,2,1,15,3
0,3,8,80,5,70,1587,9,2,1,15,3
0,3,8,41,7,50,1587,9,2,1,22,3
0,3,8,58,3,70,1587,9,2,2,17,3
0,3,8,21,1,40,1587,9,1,1,3,3
0,3,8,21,1,40,1587,9,1,1,3,3
0,3,8,23,6,30,1587,9,2,2,19,3
3,3,8,28,2,60,1587,9,2,1,11,3
0,1,8,49,6,70,1587,4,2,2,17,3
5,1,8,56,2,70,1587,21,2,1,4,3
3,6,8,43,6,30,1587,4,1,1,18,3
0,1,8,65,1,70,1587,9,2,1,0,3
0,1,8,65,1,70,1587,9,2,1,0,3
3,6,8,85,3,30,1587,9,1,1,20,3
6,6,8,25,6,30,1587,9,1,1,17,3
3,3,8,45,4,40,1587,5,1,1,17,3
1,3,8,29,6,60,1587,5,1,1,16,3
1,3,8,25,6,60,1587,9,1,1,16,3
1,3,8,25,6,60,1587,9,1,1,16,3
3,6,8,36,4,30,1587,20,1,1,13,3
1,6,8,24,4,30,1587,5,1,1,21,3
0,3,8,53,1,60,1587,5,2,1,12,3
0,3,8,29,1,60,1587,9,2,1,12,3
0,3,8,47,1,70,1587,5,1,1,12,3
0,3,8,58,1,70,1587,9,1,1,12,3
0,3,8,58,1,70,1587,9,1,1,12,3
0,6,8,25,2,30,1587,19,1,2,3,3
0,6,8,25,2,30,1587,19,1,2,3,3
0,6,8,25,2,30,1587,19,1,2,3,3
0,6,8,25,2,30,1587,19,1,2,3,3
0,6,8,25,2,30,1587,19,1,2,3,3
0,6,8,19,6,60,1587,9,2,1,22,3
0,6,8,19,6,60,1587,9,2,1,22,3
0,6,8,19,6,60,1587,9,2,1,22,3
0,6,8,73,6,60,1587,9,2,1,22,3
0,6,8,73,6,60,1587,9,2,1,22,3
0,4,8,25,2,60,1587,5,2,1,19,3
0,4,8,64,2,60,1587,9,2,1,19,3
0,6,8,25,2,40,1587,3,1,1,17,3
0,6,8,18,1,60,1587,9,2,1,2,3
0,6,8,18,1,60,1587,9,2,1,2,3
0,6,8,18,1,60,1587,9,2,1,2,3
0,6,8,18,1,60,1587,9,2,1,2,3
0,4,8,26,1,30,1587,9,2,1,21,3
0,4,8,26,1,30,1587,9,2,1,21,3
0,4,8,25,1,30,1587,9,2,1,21,3
0,4,8,25,1,30,1587,9,2,1,21,3
0,3,8,22,1,40,1587,9,1,1,11,3
0,3,8,22,1,40,1587,9,1,1,11,3
0,3,8,22,1,40,1587,9,1,1,11,3
0,3,8,22,1,40,1587,9,1,1,11,3
0,3,8,22,1,40,1587,9,1,1,11,3
0,3,8,38,1,40,1587,9,1,1,11,3
0,3,8,38,1,40,1587,9,1,1,11,3
0,3,8,26,1,40,1587,9,1,1,11,3
0,3,8,26,1,40,1587,9,1,1,11,3
3,3,8,37,5,30,1587,9,1,1,10,3
3,3,8,43,5,30,1587,5,1,1,10,3
0,6,8,20,1,30,1587,9,1,1,22,3
0,6,8,20,1,30,1587,9,1,1,22,3
0,6,8,20,1,30,1587,9,1,1,22,3
0,6,8,20,1,30,1587,9,1,1,22,3
0,6,8,20,1,30,1587,9,1,1,22,3
0,3,8,33,7,30,1587,9,2,2,2,3
0,3,8,33,7,30,1587,9,2,2,2,3
0,3,8,33,7,30,1587,9,2,2,2,3
0,1,8,46,2,70,1587,21,2,2,17,3
0,1,8,50,2,70,1587,90,2,2,17,3
0,1,8,32,2,70,1587,9,2,2,17,3
0,3,8,40,5,60,1587,19,2,2,19,3
0,3,8,37,4,30,1587,9,1,1,16,3
0,1,8,25,1,70,1587,9,2,2,7,3
0,3,8,18,1,30,1587,9,1,2,3,3
0,3,8,22,1,50,1587,9,2,1,0,3
0,3,8,22,1,50,1587,9,2,1,0,3
0,6,8,29,5,40,1587,9,2,2,17,3
0,6,8,33,5,40,1587,9,2,2,17,3
0,6,8,33,5,40,1587,9,2,2,17,3
0,6,8,33,5,40,1587,9,2,2,17,3
3,3,8,67,1,60,1587,9,2,1,12,3
9,6,8,84,7,30,1587,9,1,1,23,3
9,6,8,84,7,30,1587,9,1,1,23,3
0,3,8,19,2,50,1587,9,2,2,0,3
0,3,8,19,2,50,1587,9,2,2,0,3
0,3,8,41,2,50,1587,9,2,2,0,3
0,3,8,23,6,70,1587,19,2,2,5,3
3,3,8,52,1,60,1587,5,2,1,11,3
0,3,8,33,7,50,1587,9,2,1,20,3
0,4,8,55,1,60,1587,5,2,1,18,3
0,4,8,58,1,60,1587,9,2,1,18,3
0,4,8,58,1,60,1587,9,2,1,18,3
0,4,8,38,3,50,1587,9,2,2,14,3
0,4,8,62,3,50,1587,9,2,2,14,3
0,4,8,62,3,50,1587,9,2,2,14,3
0,3,8,39,7,60,1587,9,2,2,19,3
0,3,8,39,7,60,1587,9,2,2,19,3
0,3,8,51,7,60,1587,9,2,2,19,3
8,3,8,41,5,60,1587,9,2,2,17,3
0,3,8,80,5,60,1587,9,2,1,14,3
0,3,8,67,5,60,1587,9,2,1,14,3
0,3,8,67,5,60,1587,9,2,1,14,3
0,4,8,42,7,60,1587,21,2,2,10,3
0,4,8,42,7,60,1587,21,2,2,10,3
0,4,8,21,3,60,1587,9,2,2,17,3
0,4,8,50,3,60,1587,9,2,2,17,3
0,3,8,54,7,30,1587,11,2,1,10,3
8,3,8,92,5,60,1587,9,2,1,16,3
8,3,8,62,5,60,1587,9,2,1,16,3
8,3,8,62,5,60,1587,9,2,1,16,3
0,3,8,27,5,60,1587,5,2,1,0,3
3,4,8,63,5,60,1587,5,2,1,20,3
0,4,8,30,1,60,1587,2,2,1,16,3
0,4,8,41,1,60,1587,9,2,1,16,3
0,3,8,70,1,60,1587,9,2,2,15,3
0,3,8,49,1,60,1587,9,2,2,15,3
0,3,8,49,1,60,1587,9,2,2,15,3
0,3,8,17,6,60,1587,9,2,1,22,3
0,3,8,17,6,60,1587,9,2,1,22,3
0,3,8,17,6,60,1587,9,2,1,22,3
0,3,8,17,6,60,1587,9,2,1,22,3
0,3,8,17,6,60,1587,9,2,1,22,3
0,3,8,69,6,60,1587,9,2,1,22,3
0,3,8,69,6,60,1587,9,2,1,22,3
0,4,8,70,4,30,1587,9,2,1,11,3
0,4,8,70,4,30,1587,9,2,1,11,3
9,3,8,20,7,60,1587,9,2,1,11,3
9,3,8,20,7,60,1587,9,2,1,11,3
9,3,8,66,7,60,1587,5,2,1,11,3
0,6,8,44,3,60,1587,9,2,2,23,3
0,6,8,44,3,60,1587,9,2,2,23,3
0,6,8,44,3,60,1587,9,2,2,23,3
0,6,8,44,3,60,1587,9,2,2,23,3
8,3,8,62,7,60,1587,5,2,1,17,3
0,3,8,19,4,60,1587,9,2,1,21,3
0,3,8,69,7,60,1587,9,2,2,17,3
0,3,8,69,7,60,1587,9,2,2,17,3
0,3,8,49,1,60,1587,5,2,1,8,3
0,3,8,53,1,60,1587,10,2,1,8,3
0,3,8,53,1,60,1587,10,2,1,8,3
0,3,8,53,1,60,1587,10,2,1,8,3
0,3,8,34,6,70,1587,9,2,2,21,3
0,3,8,34,6,70,1587,9,2,2,21,3
0,3,8,16,3,60,1587,3,2,2,8,3
0,3,8,80,4,60,1587,9,2,1,17,3
0,3,8,81,4,60,1587,9,2,1,17,3
0,3,8,81,4,60,1587,9,2,1,17,3
9,3,8,87,2,60,1587,9,2,2,16,3
0,3,12,36,6,60,599,5,2,2,12,3
0,4,13,30,6,60,1461,9,2,2,7,3
0,3,8,25,1,50,1587,9,2,1,21,3
0,4,8,26,3,60,1984,9,2,1,22,3
0,3,8,48,7,40,1587,21,2,2,13,3
0,3,11,42,7,60,645,5,2,2,13,3
0,3,13,29,5,60,1997,9,2,2,15,3
0,3,13,29,5,60,1997,9,2,2,15,3
0,3,16,72,7,60,2967,9,2,1,14,3
0,3,6,82,2,30,1242,9,2,2,11,3
0,3,6,82,2,30,1242,9,2,2,11,3
0,3,8,47,7,60,1587,9,2,1,11,3
0,3,8,47,7,60,1587,9,2,1,11,3
9,3,6,66,1,50,999,9,2,2,15,3
0,3,1,50,5,60,12809,21,2,1,6,3
0,3,8,66,5,60,1587,21,2,1,6,3
0,3,8,23,2,60,1587,90,2,2,15,3
0,3,8,23,2,60,1587,90,2,2,15,3
0,3,8,51,2,60,11705,21,2,2,15,3
0,3,8,50,2,60,2946,9,2,2,15,3
0,3,8,50,2,60,2946,9,2,2,15,3
3,3,4,48,5,30,12777,21,2,1,15,3
3,3,4,48,5,30,12777,21,2,1,15,3
0,4,5,24,7,60,1997,9,2,1,8,3
0,4,3,41,7,60,1560,9,2,1,8,3
0,4,3,41,7,60,1560,9,2,1,8,3
0,3,9,18,7,60,1124,9,2,2,3,3
0,3,23,61,3,60,750,5,2,1,13,3
0,3,7,23,7,60,1910,9,2,2,8,3
8,3,6,17,1,60,1422,9,2,3,10,3
0,3,5,38,6,70,12740,21,2,2,2,3
0,6,1,54,5,60,1560,19,2,1,14,3
0,3,8,22,7,60,1998,9,2,1,15,3
0,3,8,26,7,60,1587,9,2,1,15,3
0,3,5,81,7,60,1388,9,2,1,15,3
6,6,14,23,4,30,640,5,1,2,20,3
6,6,14,23,4,30,640,5,1,2,20,3
0,3,5,54,5,60,1731,5,2,1,7,3
0,6,9,38,1,30,2148,9,1,2,10,3
0,3,10,18,1,60,1396,9,2,2,1,3
0,3,8,69,1,60,2987,9,2,2,1,3
0,3,8,69,1,60,2987,9,2,2,1,3
0,3,8,69,1,60,2987,9,2,2,1,3
0,3,8,69,1,60,2987,9,2,2,1,3
0,6,18,44,7,60,749,5,2,1,14,3
0,3,2,48,2,60,1229,9,2,1,16,3
3,3,5,57,1,60,1896,8,2,1,19,3
3,3,8,38,1,60,1587,5,2,1,19,3
0,4,8,30,7,60,3600,9,2,1,19,3
3,6,8,17,5,30,1390,9,1,2,21,3
0,4,9,26,6,60,600,5,2,1,14,3
0,4,8,28,7,60,1587,9,2,1,18,3
0,4,5,39,7,60,2199,9,2,1,18,3
0,4,5,39,7,60,2199,9,2,1,18,3
0,4,5,39,7,60,2199,9,2,1,18,3
0,4,5,39,7,60,2199,9,2,1,18,3
1,3,3,51,7,70,1686,9,1,2,9,3
1,3,1,60,7,70,1995,9,1,2,9,3
0,3,3,46,2,60,1398,9,2,1,3,3
3,3,6,42,5,60,1796,9,2,2,17,3
0,3,7,58,7,60,1896,9,2,2,14,3
0,3,7,58,7,60,1896,9,2,2,14,3
0,3,14,37,5,40,999,9,2,2,12,3
0,3,1,64,5,40,1995,9,2,2,12,3
3,3,3,60,4,30,6692,21,1,2,8,3
0,3,2,24,7,60,1968,9,2,2,1,3
0,3,8,29,4,60,1587,21,2,2,6,3
8,3,24,57,7,60,487,5,2,1,16,3
0,3,8,34,5,60,1461,19,2,1,2,3
7,6,1,51,1,30,1968,9,1,2,10,3
0,3,15,47,5,60,1997,9,2,1,16,3
0,3,9,48,5,60,1796,9,2,1,16,3
0,3,8,36,3,60,1587,20,2,1,15,3
0,3,13,54,4,60,1450,5,2,2,15,3
0,3,8,58,6,70,1968,9,2,2,2,3
0,5,6,32,2,60,998,5,2,1,13,3
0,3,1,78,6,70,1560,9,2,1,21,3
0,3,13,40,7,60,1388,9,2,1,18,3
0,3,8,40,7,60,1587,20,2,1,18,3
0,3,8,40,7,60,1587,20,2,1,18,3
0,3,8,40,7,60,1587,20,2,1,18,3
0,5,12,78,5,60,973,9,2,1,19,3
3,3,6,65,4,70,1598,9,2,2,18,3
0,5,8,33,7,60,1999,9,2,1,7,3
0,3,12,21,4,30,1299,9,2,2,21,3
0,3,7,44,3,50,1364,9,1,2,17,3
0,3,17,21,5,60,1600,9,2,2,6,3
0,3,8,56,5,60,2982,9,2,2,6,3
0,3,8,56,5,60,2982,9,2,2,6,3
6,3,1,47,4,40,998,9,2,2,10,3
6,3,1,47,4,40,998,9,2,2,10,3
9,3,8,49,7,60,1587,1,2,1,4,3
0,4,8,31,7,50,1587,9,2,2,20,3
0,4,11,30,7,50,1910,9,2,2,20,3
0,4,11,30,7,50,1910,9,2,2,20,3
0,4,16,47,7,60,998,5,2,1,19,3
0,3,17,18,6,40,1896,9,2,1,0,3
0,3,17,18,6,40,1896,9,2,1,0,3
3,3,14,66,5,50,1098,5,2,1,11,3
3,3,14,66,5,50,1098,5,2,1,11,3
3,3,5,38,1,60,599,5,2,1,11,3
3,3,6,26,3,60,1560,9,2,2,19,3
3,3,6,26,3,60,1560,9,2,2,19,3
0,3,6,25,1,60,1364,9,2,2,7,3
0,1,8,57,6,70,1587,9,2,1,20,3
0,3,13,18,2,60,1781,9,2,1,14,3
0,3,13,18,2,60,1781,9,2,1,14,3
0,3,13,18,2,60,1781,9,2,1,14,3
0,4,1,47,6,60,1995,19,2,2,19,3
0,3,3,71,2,60,1242,9,2,1,11,3
0,3,9,18,2,60,1108,9,2,1,13,3
0,3,9,18,2,60,1108,9,2,1,13,3
0,3,11,27,7,60,1998,9,2,2,7,3
0,3,7,67,3,60,1422,9,2,1,16,3
0,3,7,67,3,60,1422,9,2,1,16,3
0,3,8,65,3,60,1587,9,2,1,16,3
0,3,8,65,3,60,1587,9,2,1,16,3
0,1,1,28,2,70,2143,19,1,1,8,3
0,1,15,49,2,70,1124,9,1,1,8,3
0,1,5,27,2,70,1493,9,1,1,8,3
5,3,1,52,5,60,1398,9,2,1,17,3
5,3,1,52,5,60,1398,9,2,1,17,3
5,3,2,25,5,60,998,9,2,1,17,3
3,5,9,51,4,30,7300,11,1,1,10,3
0,3,2,32,3,60,2143,19,2,1,17,3
0,3,2,32,3,60,1000,4,2,1,16,3
0,6,7,61,5,40,1796,9,1,1,19,3
0,3,8,10,7,30,1587,1,2,1,18,3
3,4,4,61,4,40,2287,19,1,2,7,3
3,4,12,37,4,40,1870,9,1,2,7,3
0,3,8,50,1,60,1587,1,2,5,9,3
0,3,10,63,5,60,4116,19,2,2,9,3
0,3,20,64,5,60,1796,9,2,2,9,3
0,3,8,43,4,60,1587,9,2,2,5,3
9,4,12,17,5,30,1994,9,2,2,10,3
2,6,8,71,3,30,1587,22,1,1,15,3
0,3,8,59,4,60,998,5,2,1,16,3
0,3,8,59,4,60,998,5,2,1,16,3
0,3,8,47,7,60,1301,5,2,1,11,3
0,3,10,62,7,60,1910,9,2,1,11,3
0,3,10,62,7,60,1910,9,2,1,11,3
5,1,10,28,4,70,1149,9,2,2,9,3
5,1,10,28,4,70,1149,9,2,2,9,3
3,6,3,64,6,30,2198,19,1,1,14,3
3,3,9,49,1,30,4250,11,2,1,10,3
0,1,7,58,5,70,3600,9,2,1,23,3
1,6,2,22,2,30,649,5,1,1,22,3
0,6,12,38,3,60,1796,9,2,5,14,3
0,6,8,28,3,60,1587,20,2,5,14,3
0,4,7,73,4,50,1598,9,2,2,16,3
0,4,1,50,4,50,1598,9,2,2,16,3
0,4,1,37,4,50,999,9,2,2,16,3
0,3,1,40,4,30,998,9,1,2,23,3
9,3,10,35,7,30,7300,11,1,1,19,3
9,6,6,59,6,30,8900,11,1,1,14,3
9,6,6,59,6,30,8900,11,1,1,14,3
7,6,14,72,2,30,1388,9,1,1,14,3
0,6,8,26,7,30,1968,9,1,1,22,3
0,6,1,39,7,30,1398,9,1,1,12,3
6,6,3,26,3,30,1560,9,1,4,13,3
6,3,8,27,6,30,2993,9,1,1,20,3
0,3,5,30,7,40,1598,9,1,1,14,3
3,3,5,39,4,40,1896,9,1,1,19,3
0,6,8,67,4,30,1587,1,1,1,19,3
0,4,7,25,7,30,1242,9,1,2,19,3
0,3,8,46,1,60,599,5,2,1,16,3
0,6,7,53,3,30,6370,11,1,1,14,3
0,6,5,30,2,30,1995,9,1,1,18,3
0,6,8,48,2,30,1587,19,1,1,18,3
1,3,3,67,2,30,1398,9,2,2,10,3
1,3,3,64,2,30,1995,19,2,2,10,3
3,6,4,41,5,30,1560,19,1,2,14,3
3,6,8,34,4,30,1968,9,1,1,19,3
0,3,8,29,7,70,1587,9,2,2,20,3
3,6,9,28,4,30,1997,9,1,2,17,3
0,3,8,44,7,60,1043,5,2,1,10,3
0,3,8,24,7,60,1587,9,2,1,10,3
0,3,30,86,1,60,500,5,2,1,11,3
0,3,14,21,5,60,973,9,2,2,7,3
0,3,13,24,6,60,1390,9,2,2,16,3
9,3,20,34,4,60,893,5,2,1,11,3
0,3,8,26,4,60,2987,9,2,2,20,3
0,3,7,29,4,60,1598,19,2,2,20,3
0,3,18,28,4,60,2088,9,2,2,17,3
0,3,4,56,4,60,998,9,2,2,17,3
0,1,2,32,7,70,1149,9,2,1,17,3
0,1,2,32,7,70,1149,9,2,1,17,3
0,1,2,32,7,70,1149,9,2,1,17,3
0,1,2,32,7,70,1149,9,2,1,17,3
0,3,10,28,1,30,2198,9,1,1,0,3
0,3,9,34,2,60,1968,9,2,2,9,3
0,3,6,54,2,60,2993,9,2,2,9,3
0,3,6,54,2,60,2993,9,2,2,9,3
0,3,6,54,2,60,2993,9,2,2,9,3
0,3,13,49,4,60,1341,9,1,1,23,3
0,6,9,24,1,30,1998,9,1,1,20,3
0,3,14,56,1,60,929,5,2,1,15,3
2,4,7,34,4,30,1910,9,1,2,2,3
3,3,8,71,5,60,1997,9,2,1,11,3
0,2,7,49,4,70,15607,21,2,1,13,3
0,3,8,30,5,60,2000,9,2,2,16,3
0,3,2,25,5,60,1198,9,2,2,16,3
0,3,2,25,5,60,1198,9,2,2,16,3
0,3,6,42,3,60,1591,9,2,1,13,3
0,3,8,69,5,70,1587,1,1,1,9,3
0,3,8,18,6,60,1461,9,2,2,22,3
0,3,8,18,6,60,1461,9,2,2,22,3
0,3,8,32,6,60,1596,9,2,2,22,3
0,3,8,32,6,60,1596,9,2,2,22,3
0,6,8,83,6,60,1587,9,2,3,11,3
0,6,5,30,6,60,1339,9,2,3,11,3
0,3,11,17,7,40,1396,9,2,2,16,3
0,3,11,17,7,40,1396,9,2,2,16,3
9,3,8,21,1,60,1587,9,2,4,1,3
9,3,8,21,1,60,1587,9,2,4,1,3
9,3,6,50,1,60,1997,8,2,4,1,3
2,3,10,70,4,60,12130,21,2,2,6,3
0,3,2,49,5,60,1560,9,2,1,12,3
6,6,9,66,1,30,1951,9,1,2,20,3
3,6,27,57,1,60,747,5,2,1,10,3
0,3,10,25,2,60,1796,9,2,1,21,3
0,3,10,25,2,60,1796,9,2,1,21,3
0,3,23,52,7,60,904,5,2,1,11,3
0,3,14,47,5,60,1389,9,1,1,19,3
0,3,11,34,5,60,1587,21,1,1,19,3
0,3,14,26,2,60,1850,9,2,1,1,3
0,3,8,70,7,60,1587,20,2,1,11,3
0,3,8,70,7,60,1587,20,2,1,11,3
0,3,1,28,7,60,1598,9,2,2,11,3
0,2,8,33,4,70,1248,19,2,1,16,3
0,2,8,33,4,70,1248,19,2,1,16,3
5,2,1,48,1,70,1598,9,2,1,19,3
5,2,1,48,1,70,1598,9,2,1,19,3
5,2,1,48,1,70,1598,9,2,1,19,3
5,2,1,48,1,70,1598,9,2,1,19,3
5,2,1,48,1,70,1598,9,2,1,19,3
0,2,8,21,1,70,2143,9,2,1,6,3
0,2,8,21,1,70,2143,9,2,1,6,3
6,3,8,51,7,40,1587,9,1,1,15,1
0,3,1,50,4,30,4462,20,1,1,10,1
3,5,8,46,6,30,1587,1,1,1,8,1
6,3,8,27,5,40,50,3,1,1,20,1
3,4,1,24,5,30,1398,9,1,1,17,1
0,3,8,25,5,30,1686,9,1,1,21,1
6,4,8,29,4,30,1587,1,1,1,22,1
6,3,1,23,4,30,999,9,1,1,8,1
6,3,8,15,2,30,1587,1,1,2,15,1
0,3,1,26,4,40,1197,9,1,1,14,1
0,3,1,26,4,40,1197,9,1,1,14,1
0,3,1,26,4,40,1197,9,1,1,14,1
3,4,8,48,7,30,1242,9,1,1,11,1
3,3,7,47,5,30,1896,9,1,1,17,1
6,6,7,41,4,20,1896,9,1,1,13,1
0,6,8,33,4,30,1587,9,1,1,16,1
0,6,8,33,4,30,1587,9,1,1,16,1
6,3,1,31,7,40,1198,9,1,1,15,1
0,5,8,37,6,30,1587,11,1,1,15,1
6,6,3,33,1,20,1390,9,1,1,15,1
0,3,10,51,1,30,1587,9,1,1,18,1
0,3,8,33,1,30,1587,10,1,1,18,1
0,3,8,25,5,30,1587,9,1,1,23,1
3,6,8,13,5,20,1587,1,1,1,12,1
0,3,10,25,5,70,1229,9,1,1,18,1
6,5,8,65,6,30,998,9,1,1,6,1
0,3,2,51,5,40,1997,9,1,1,12,1
0,3,1,37,5,40,998,9,1,1,12,1
0,3,8,26,7,40,1587,9,1,1,22,1
8,5,10,40,3,30,1198,9,1,1,10,1
9,4,6,31,2,30,2148,9,1,1,10,1
7,3,5,17,4,30,125,3,1,1,20,1
3,3,6,68,2,30,9360,11,1,1,10,1
3,3,6,68,2,30,9360,11,1,1,10,1
3,3,6,68,2,30,9360,11,1,1,10,1
8,6,15,30,1,30,599,5,2,1,17,1
3,3,8,26,7,30,1598,9,1,1,0,1
3,3,8,26,7,30,1598,9,1,1,0,1
6,3,1,31,7,30,1598,9,1,1,9,1
6,3,1,58,7,30,2143,19,1,1,9,1
6,3,1,44,4,30,1560,9,1,2,6,1
3,5,8,37,3,30,1587,9,1,1,22,1
3,3,8,27,5,30,1587,1,1,2,5,1
6,3,8,36,7,30,1587,1,1,1,10,1
3,6,13,30,5,20,1363,9,1,1,15,1
6,3,9,28,2,30,1995,9,1,1,16,1
6,6,3,50,5,20,1242,9,1,1,17,1
0,3,3,24,3,50,1598,9,1,1,17,1
3,4,25,49,3,30,399,5,1,1,20,1
3,6,2,26,4,30,125,3,1,1,15,1
3,3,14,30,2,30,973,9,1,1,9,1
0,4,12,41,1,30,1360,9,1,1,17,1
9,5,8,51,3,30,1587,1,1,1,18,1
0,3,15,34,4,30,599,5,1,1,15,1
6,6,1,24,7,30,998,9,1,1,18,1
6,6,1,24,7,30,998,9,1,1,18,1
0,3,8,27,4,30,1587,1,1,1,18,1
9,4,5,31,1,30,996,9,1,1,10,1
3,3,8,27,2,20,1587,9,1,1,10,1
1,3,1,74,5,30,1197,9,2,1,13,1
3,3,19,92,4,30,1124,9,1,1,12,1
0,5,3,65,5,30,1995,9,1,1,10,1
0,6,1,28,5,30,1984,9,1,1,17,1
0,6,1,28,5,30,1984,9,1,1,17,1
5,3,16,57,6,50,1747,9,1,1,18,1
5,3,1,37,6,50,1461,9,1,1,18,1
5,3,3,68,6,50,1229,9,1,1,18,1
5,3,8,60,6,50,1587,9,1,1,18,1
9,3,2,32,4,30,1200,9,1,1,18,1
9,3,2,32,4,30,1200,9,1,1,18,1
3,4,1,55,7,30,898,9,1,1,17,1
0,3,8,49,6,50,1587,9,1,1,19,1
3,4,9,22,3,30,2204,9,1,1,9,1
3,4,9,68,3,30,998,9,1,1,9,1
3,3,8,24,6,30,1587,1,1,1,22,1
3,5,20,32,7,30,1998,9,1,1,16,1
3,5,12,81,7,30,1753,9,1,1,16,1
9,3,8,40,5,30,1587,1,1,1,8,1
0,4,3,68,5,30,1124,9,1,1,18,1
0,4,14,56,5,30,1497,9,1,1,18,1
6,3,2,58,3,30,1598,9,1,1,12,1
3,3,8,24,2,30,1686,9,1,2,19,1
3,3,8,24,2,30,1686,9,1,2,19,1
3,3,8,9,5,30,1587,1,1,1,19,1
0,3,9,27,2,30,1242,9,1,2,12,1
9,3,5,40,5,40,124,3,1,1,12,1
3,3,1,30,6,50,1968,9,1,1,14,1
3,3,8,32,2,30,1587,1,1,1,18,1
3,3,1,55,1,30,124,3,1,1,12,1
6,3,2,33,3,30,1329,9,1,1,16,1
8,4,8,20,7,30,1587,1,1,1,23,1
3,3,4,17,4,30,124,3,1,1,18,1
3,3,4,23,6,30,2287,19,1,1,10,1
9,3,3,28,7,30,2993,9,1,1,21,1
9,3,3,28,7,30,2993,9,1,1,21,1
0,3,9,30,5,30,2987,9,1,1,17,1
0,3,8,27,5,30,1968,9,1,1,17,1
0,3,8,27,5,30,1968,9,1,1,17,1
9,4,8,27,2,30,124,3,1,1,17,1
6,3,8,10,1,30,1587,1,1,1,13,1
6,3,8,21,4,30,1587,9,1,1,15,1
6,3,12,30,1,40,1124,9,1,1,19,1
6,3,12,30,1,40,1124,9,1,1,19,1
9,6,1,21,5,30,999,9,1,1,18,1
3,4,8,14,5,30,1587,1,1,1,15,1
3,3,12,68,1,30,1242,9,1,2,15,1
3,6,8,69,6,30,1587,9,1,1,8,1
3,3,8,38,2,30,1587,9,1,1,18,1
3,3,8,38,2,30,1587,9,1,1,18,1
3,3,8,38,2,30,1587,9,1,1,18,1
3,3,8,38,2,30,1587,9,1,1,18,1
3,3,8,23,2,30,1587,9,1,1,18,1
3,3,8,23,2,30,1587,9,1,1,18,1
3,3,8,23,2,30,1587,9,1,1,18,1
3,4,2,47,1,30,1968,8,1,1,7,1
6,3,8,34,7,30,1587,9,1,1,13,1
6,3,13,28,6,30,1896,9,1,1,17,1
6,3,8,23,6,30,1587,9,1,1,17,1
0,3,8,41,7,30,1956,9,1,1,20,1
3,3,14,38,1,30,929,5,1,1,15,1
3,3,13,32,3,30,1781,9,1,1,17,1
7,3,8,26,5,30,1587,1,1,1,7,1
0,6,7,30,5,30,2198,19,1,1,9,1
3,3,4,65,3,30,1198,9,1,1,19,1
6,3,1,24,3,30,899,9,1,1,18,1
3,3,7,28,2,30,1248,9,1,1,17,1
6,6,1,31,3,30,125,3,1,2,17,1
6,3,1,27,5,30,1598,9,1,1,8,1
6,3,13,72,1,50,1595,9,1,1,20,1
6,3,10,56,1,50,1388,9,1,1,20,1
1,3,6,59,5,40,1398,9,1,1,5,1
1,3,13,49,5,40,1149,9,1,1,5,1
0,6,1,42,3,20,1242,9,1,1,20,1
1,3,8,30,2,30,1587,1,1,1,16,1
3,5,13,36,2,30,1598,9,1,1,15,1
3,6,7,27,7,30,1124,9,1,1,23,1
6,3,10,21,5,30,1499,9,1,1,16,1
6,3,8,45,5,30,2494,9,1,1,16,1
0,3,8,37,2,50,1587,9,2,1,6,1
3,6,8,20,5,30,1587,4,1,1,15,1
3,6,9,58,5,30,1968,9,1,1,15,1
3,3,19,42,7,30,1275,9,1,1,17,1
6,3,9,24,2,30,2995,9,1,1,13,1
6,3,9,24,2,30,2995,9,1,1,13,1
6,3,6,50,2,30,1995,9,1,1,13,1
0,4,15,87,4,30,989,9,1,1,11,1
1,3,8,33,6,30,1587,90,1,1,8,1
3,4,8,13,5,30,1587,1,1,1,14,1
1,3,2,38,5,50,125,3,1,1,17,1
3,3,8,14,6,30,1587,1,1,2,7,1
3,4,8,34,4,30,1587,1,1,2,4,1
6,3,1,46,7,40,1170,5,1,2,10,1
