junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
3,3,8,50,4,16-17,30,6871,3,21,1,1,1
0,4,8,24,7,19-20,30,1587,0,1,1,1,1
3,3,8,44,1,0-1,40,1587,3,1,1,1,1
0,3,8,45,3,20-21,40,1157,0,5,2,1,1
9,3,2,57,5,11-12,30,9290,9,20,1,2,1
0,1,8,72,3,16-17,50,4398,0,9,2,1,1
0,3,12,90,3,11-12,50,1997,0,9,2,1,1
0,3,12,90,3,11-12,50,1997,0,9,2,1,1
0,3,12,48,3,11-12,50,1598,0,9,2,1,1
0,3,16,44,7,21-22,70,1595,0,9,1,1,1
3,4,2,49,4,13-14,30,10518,3,21,1,1,1
1,3,8,23,1,12-13,30,1587,1,19,2,1,1
1,5,3,78,3,11-12,30,171,1,4,1,1,1
1,4,11,81,3,14-15,30,1590,1,9,1,1,1
1,4,11,81,3,14-15,30,1590,1,9,1,1,1
1,4,11,81,3,14-15,30,1590,1,9,1,1,1
0,4,8,18,4,7-8,30,1587,0,9,2,2,1
0,4,18,57,4,7-8,30,1332,0,9,2,2,1
0,3,13,53,1,16-17,60,498,0,5,2,2,1
0,3,1,55,1,16-17,60,1248,0,9,2,2,1
0,1,1,40,6,19-20,70,1968,0,9,2,1,1
0,1,1,40,6,19-20,70,1968,0,9,2,1,1
0,4,13,28,6,17-18,40,1997,0,9,2,1,1
0,4,2,57,6,17-18,40,2993,0,9,2,1,1
9,3,14,18,4,22-23,60,1781,9,9,2,2,1
1,4,3,67,6,23-24,40,1339,1,9,2,2,1
1,4,3,67,6,23-24,40,1339,1,9,2,2,1
0,4,15,50,4,13-14,40,1242,0,9,2,1,1
0,4,23,57,4,13-14,40,1587,0,9,2,1,1
0,1,8,30,2,15-16,70,1587,0,19,2,1,1
0,3,13,62,1,10-11,60,1108,0,9,2,1,1
0,6,12,18,5,19-20,60,1396,0,9,2,2,1
0,6,12,18,5,19-20,60,1396,0,9,2,2,1
0,6,12,18,5,19-20,60,1396,0,9,2,2,1
0,6,4,67,5,19-20,60,1968,0,9,2,2,1
0,1,3,32,3,11-12,70,1997,0,9,2,1,1
0,1,8,46,5,12-13,70,1587,0,9,2,1,1
3,3,1,52,6,11-12,60,999,3,2,2,1,1
3,3,18,23,1,0-1,40,1984,3,9,2,1,1
3,3,3,20,1,0-1,40,1598,3,9,2,1,1
3,3,3,20,1,0-1,40,1598,3,9,2,1,1
3,3,3,20,1,0-1,40,1598,3,9,2,1,1
3,3,4,48,1,0-1,40,2179,3,9,2,1,1
0,5,7,34,7,20-21,40,1798,0,9,2,1,1
0,5,1,19,7,20-21,40,1395,0,9,2,1,1
0,5,8,28,3,15-16,60,1587,0,8,2,1,1
0,5,6,67,3,15-16,60,1998,0,9,2,1,1
8,3,5,36,1,15-16,60,1870,8,9,2,1,1
8,3,5,36,1,15-16,60,1870,8,9,2,1,1
8,3,5,36,1,15-16,60,1870,8,9,2,1,1
8,3,5,36,1,15-16,60,1870,8,9,2,1,1
8,3,5,36,1,15-16,60,1870,8,9,2,1,1
8,3,5,55,1,15-16,60,1198,8,5,2,1,1
0,3,7,43,7,2-3,70,1910,0,9,2,2,1
0,3,8,38,6,4-5,70,2198,0,19,2,2,1
0,3,8,38,6,4-5,70,2198,0,19,2,2,1
0,3,14,24,6,1-2,40,1598,0,9,2,1,1
0,3,14,24,6,1-2,40,1598,0,9,2,1,1
0,3,14,24,6,1-2,40,1598,0,9,2,1,1
5,3,16,44,7,3-4,70,3199,5,9,1,1,1
5,3,16,44,7,3-4,70,3199,5,9,1,1,1
6,3,15,26,1,22-23,30,1598,6,9,2,1,1
6,3,16,41,1,22-23,30,2996,6,9,2,1,1
6,3,16,41,1,22-23,30,2996,6,9,2,1,1
3,3,10,74,4,16-17,60,1598,3,9,2,1,1
3,3,10,74,4,16-17,60,1598,3,9,2,1,1
0,3,5,49,6,12-13,50,9360,0,11,1,1,1
0,3,3,38,6,12-13,50,1995,0,9,1,1,1
0,3,3,38,6,12-13,50,1995,0,9,1,1,1
0,3,9,39,6,12-13,50,4250,0,20,1,1,1
0,3,16,44,3,0-1,50,1052,0,5,2,1,1
3,3,13,36,5,17-18,30,125,3,3,1,1,1
3,4,8,45,7,18-19,30,1753,3,9,1,1,1
0,4,8,82,7,16-17,30,1975,0,9,1,1,1
0,4,10,31,7,16-17,30,1597,0,9,1,1,1
0,4,10,31,7,16-17,30,1597,0,9,1,1,1
0,4,5,18,3,18-19,60,1229,0,9,2,1,1
5,3,8,37,7,1-2,40,1587,5,9,2,1,1
3,6,1,79,5,18-19,30,1197,3,9,2,1,1
0,1,2,19,3,1-2,70,1229,0,9,2,1,1
0,1,8,44,3,1-2,70,1587,0,21,2,1,1
0,5,12,18,1,0-1,60,1149,0,9,2,2,1
0,5,12,18,1,0-1,60,1149,0,9,2,2,1
0,5,12,18,1,0-1,60,1149,0,9,2,2,1
3,3,5,51,1,10-11,30,656,3,5,1,1,1
5,1,8,58,7,0-1,70,1587,5,21,1,1,1
0,6,2,38,6,14-15,30,2143,0,19,2,1,1
0,4,11,35,4,7-8,60,2776,0,9,2,2,1
0,4,8,55,4,7-8,60,1560,0,9,2,2,1
3,6,14,25,6,7-8,30,847,3,9,2,1,1
0,3,6,20,5,0-1,40,998,0,9,2,2,1
0,3,6,20,5,0-1,40,998,0,9,2,2,1
0,3,6,20,5,0-1,40,998,0,9,2,2,1
0,3,13,24,5,20-21,40,1198,0,9,2,1,1
0,3,13,24,5,20-21,40,1198,0,9,2,1,1
0,3,13,24,5,20-21,40,1198,0,9,2,1,1
0,1,2,54,4,6-7,70,1598,0,19,2,1,1
9,3,9,64,5,10-11,40,124,9,3,2,2,1
1,4,2,58,1,17-18,30,2143,1,9,1,1,1
1,4,2,58,1,17-18,30,2143,1,9,1,1,1
3,3,7,47,5,18-19,60,654,3,5,2,2,1
3,6,8,55,6,16-17,30,1587,3,9,1,2,1
6,5,10,56,7,0-1,30,1299,6,9,1,2,1
0,5,8,37,1,16-17,60,1587,0,9,2,1,1
3,5,14,46,6,17-18,30,1999,3,9,1,2,1
8,3,8,57,3,15-16,60,1587,8,9,2,1,1
8,3,18,50,3,15-16,60,1157,8,5,2,1,1
0,4,8,85,7,10-11,30,1587,0,90,1,1,1
0,6,11,23,1,22-23,50,1198,0,9,2,2,1
0,5,1,23,7,20-21,50,998,0,9,2,2,1
0,5,1,23,7,20-21,50,998,0,9,2,2,1
0,5,1,23,7,20-21,50,998,0,9,2,2,1
0,5,6,53,7,20-21,50,1798,0,9,2,2,1
0,5,6,53,7,20-21,50,1798,0,9,2,2,1
0,5,6,53,7,20-21,50,1798,0,9,2,2,1
0,5,6,53,7,20-21,50,1798,0,9,2,2,1
0,3,7,19,1,13-14,50,125,0,3,2,2,1
5,1,2,74,1,5-6,70,1461,5,9,2,1,1
0,4,12,34,1,6-7,50,1388,0,9,2,2,1
0,4,8,61,1,6-7,50,1587,0,9,2,2,1
3,3,8,86,5,10-11,30,1587,3,9,2,2,1
3,3,8,86,5,10-11,30,1587,3,9,2,2,1
3,3,8,86,5,10-11,30,1587,3,9,2,2,1
3,3,8,86,5,10-11,30,1587,3,9,2,2,1
3,3,8,86,5,10-11,30,1587,3,9,2,2,1
3,3,1,73,5,10-11,30,1368,3,9,2,2,1
0,5,8,47,5,19-20,60,1587,0,9,2,2,1
0,5,8,47,5,19-20,60,1587,0,9,2,2,1
3,3,8,23,5,3-4,30,1587,3,1,1,1,1
0,4,12,21,6,0-1,60,1753,0,9,2,4,1
3,3,10,25,7,17-18,50,1587,3,9,2,2,1
0,4,8,86,2,12-13,50,2496,0,9,2,2,1
0,4,8,86,2,12-13,50,2496,0,9,2,2,1
0,6,8,52,1,19-20,60,1587,0,1,2,2,1
0,6,8,43,1,19-20,60,1587,0,1,2,2,1
0,3,5,53,5,11-12,60,10837,0,21,2,1,1
0,3,8,49,5,11-12,60,1969,0,9,2,1,1
0,3,4,80,5,13-14,60,1598,0,9,2,1,1
0,3,4,59,5,13-14,60,12900,0,21,2,1,1
3,6,10,33,7,16-17,30,599,3,5,1,1,1
3,6,12,83,2,15-16,60,1840,3,9,2,1,1
3,6,39,22,2,15-16,60,3500,3,9,2,1,1
3,4,13,20,1,0-1,30,1149,3,9,1,1,1
3,4,13,20,1,0-1,30,1149,3,9,1,1,1
3,3,16,22,1,6-7,40,1124,3,9,2,1,1
3,3,16,22,1,6-7,40,1124,3,9,2,1,1
0,3,6,75,1,16-17,60,1598,0,9,2,1,1
0,3,6,75,1,16-17,60,1598,0,9,2,1,1
0,3,10,54,1,16-17,60,2461,0,19,2,1,1
0,3,8,22,5,21-22,30,675,0,5,1,1,1
0,3,8,22,5,21-22,30,675,0,5,1,1,1
0,3,8,22,5,21-22,30,675,0,5,1,1,1
0,4,8,19,5,22-23,40,998,0,9,2,2,1
0,5,10,31,7,0-1,30,2463,0,19,1,2,1
0,5,10,31,7,0-1,30,2463,0,19,1,2,1
0,5,10,31,7,0-1,30,2463,0,19,1,2,1
0,5,10,31,7,0-1,30,2463,0,19,1,2,1
0,5,10,31,7,0-1,30,2463,0,19,1,2,1
8,3,14,61,1,10-11,60,885,8,5,2,1,1
8,3,12,53,1,10-11,60,1596,8,9,2,1,1
8,3,12,53,1,10-11,60,1596,8,9,2,1,1
0,6,15,42,2,0-1,60,1896,0,9,2,1,1
0,6,12,67,2,0-1,60,2179,0,9,2,1,1
0,3,5,18,4,21-22,60,1248,0,9,2,1,1
0,3,1,66,4,21-22,60,865,0,5,2,1,1
0,3,1,66,4,21-22,60,865,0,5,2,1,1
0,6,15,23,7,23-24,60,1794,0,9,1,1,1
3,3,1,31,5,18-19,50,806,3,5,2,1,1
6,3,3,45,4,23-24,30,2497,6,9,1,1,1
0,4,8,22,6,14-15,60,1400,0,9,2,2,1
0,4,8,22,6,14-15,60,1400,0,9,2,2,1
0,4,8,22,6,14-15,60,1400,0,9,2,2,1
0,3,16,20,3,18-19,60,1242,0,9,2,2,1
0,3,8,34,3,18-19,60,1998,0,9,2,2,1
0,3,4,20,1,12-13,40,124,0,3,1,1,1
6,6,12,21,1,20-21,30,449,6,4,1,1,1
0,3,9,27,2,22-23,60,1998,0,9,2,2,1
0,3,9,48,2,22-23,60,2720,0,9,2,2,1
8,3,8,41,1,11-12,60,999,8,5,2,1,1
8,3,12,47,1,11-12,60,998,8,9,2,1,1
8,3,12,47,1,11-12,60,998,8,9,2,1,1
8,3,4,35,1,11-12,60,999,8,5,2,1,1
0,3,9,77,4,21-22,70,2776,0,9,1,1,1
0,6,3,55,6,3-4,60,1984,0,9,2,1,1
8,3,7,65,1,12-13,60,1598,8,9,2,1,1
8,3,8,30,1,12-13,60,599,8,5,2,1,1
0,4,11,47,7,21-22,60,1588,0,9,2,2,1
3,3,8,42,1,0-1,70,2143,3,9,2,1,1
0,3,16,20,7,12-13,60,1796,0,9,2,2,1
0,3,16,20,7,12-13,60,1796,0,9,2,2,1
0,3,3,22,7,12-13,60,1198,0,9,2,2,1
0,4,20,53,1,11-12,60,599,0,5,2,2,1
0,3,7,24,4,11-12,60,1399,0,9,2,2,1
0,3,3,46,4,11-12,60,1968,0,9,2,2,1
0,3,3,46,4,11-12,60,1968,0,9,2,2,1
0,3,3,46,4,11-12,60,1968,0,9,2,2,1
3,3,8,78,4,16-17,60,1587,3,9,2,1,1
3,3,8,78,4,16-17,60,1587,3,9,2,1,1
0,6,16,26,7,0-1,60,1800,0,9,1,2,1
0,3,15,22,5,9-10,60,1994,0,9,2,2,1
0,3,6,43,5,9-10,60,1997,0,9,2,2,1
0,3,6,43,5,9-10,60,1997,0,9,2,2,1
0,3,6,43,5,9-10,60,1997,0,9,2,2,1
0,3,6,43,5,9-10,60,1997,0,9,2,2,1
3,3,1,67,7,10-11,50,125,3,3,2,2,1
3,3,1,67,7,10-11,50,125,3,3,2,2,1
0,6,9,31,2,20-21,30,4799,0,9,2,1,1
0,6,8,66,3,14-15,30,1587,0,1,1,1,1
0,3,6,27,6,11-12,60,1995,0,9,2,2,1
3,3,23,25,4,7-8,40,400,3,4,2,1,1
3,6,8,35,3,12-13,30,1499,3,9,2,1,1
0,3,8,27,1,22-23,70,124,0,3,2,2,1
0,4,10,29,7,19-20,30,1598,0,9,2,1,1
0,4,1,52,7,19-20,30,1390,0,9,2,1,1
0,4,1,52,7,19-20,30,1390,0,9,2,1,1
0,4,1,52,7,19-20,30,1390,0,9,2,1,1
0,4,1,52,7,19-20,30,1390,0,9,2,1,1
0,3,12,57,4,6-7,60,1994,0,9,2,2,1
1,3,6,20,1,15-16,30,249,1,4,2,1,1
0,3,13,24,6,16-17,60,1896,0,9,2,2,1
0,3,1,43,6,16-17,60,2494,0,9,2,2,1
0,3,13,30,6,17-18,60,1995,0,9,2,2,1
0,3,13,30,6,17-18,60,1995,0,9,2,2,1
0,3,16,40,6,17-18,60,998,0,9,2,2,1
0,5,2,44,2,7-8,30,999,0,9,2,1,1
0,5,8,41,2,7-8,30,1587,0,1,2,1,1
0,5,8,37,2,7-8,30,1587,0,1,2,1,1
0,4,1,37,3,14-15,30,12809,0,21,1,1,1
6,6,3,33,7,12-13,30,10518,6,21,1,1,1
3,3,8,71,5,17-18,30,1587,3,1,1,1,1
0,3,8,46,3,16-17,30,999,0,97,2,1,1
0,6,7,36,4,9-10,40,998,0,5,1,2,1
0,3,6,31,4,4-5,50,1364,0,9,2,2,1
0,3,6,31,4,4-5,50,1364,0,9,2,2,1
0,3,8,52,4,4-5,50,1984,0,9,2,2,1
9,3,10,80,6,22-23,40,1242,9,9,2,1,1
0,4,6,37,1,3-4,60,2995,0,9,2,1,1
0,4,6,37,1,3-4,60,2995,0,9,2,1,1
0,3,10,22,4,0-1,70,1753,0,9,2,1,1
0,6,15,53,3,12-13,60,1360,0,9,2,1,1
0,6,1,68,3,12-13,60,1598,0,9,2,1,1
0,6,1,68,3,12-13,60,1598,0,9,2,1,1
0,6,1,68,3,12-13,60,1598,0,9,2,1,1
0,3,8,23,1,8-9,70,1364,0,9,2,2,1
0,3,20,20,7,11-12,60,1296,0,9,2,2,1
0,3,7,31,7,11-12,60,1422,0,9,2,2,1
0,3,8,41,7,11-12,60,1587,0,9,2,2,1
0,3,3,51,1,1-2,30,1598,0,9,1,1,1
0,3,8,45,3,15-16,60,999,0,5,2,1,1
0,6,5,75,5,10-11,60,1560,0,9,2,1,1
0,3,13,34,1,19-20,60,1149,0,9,2,2,1
0,3,13,34,1,19-20,60,1149,0,9,2,2,1
0,3,13,34,1,19-20,60,1149,0,9,2,2,1
0,3,15,45,1,19-20,60,1598,0,9,2,2,1
0,3,15,45,1,19-20,60,1598,0,9,2,2,1
0,3,15,45,1,19-20,60,1598,0,9,2,2,1
0,3,8,78,6,14-15,60,1197,0,9,2,1,1
0,3,2,36,6,14-15,60,6374,0,21,2,1,1
0,6,8,37,7,13-14,30,1587,0,9,2,1,1
3,3,7,51,3,12-13,50,3000,3,9,2,1,1
3,3,7,51,3,12-13,50,3000,3,9,2,1,1
0,6,8,74,4,10-11,30,1560,0,9,1,1,1
0,6,16,43,4,11-12,60,1796,0,9,2,2,1
9,3,8,23,2,9-10,60,125,9,3,2,2,1
9,3,8,29,2,9-10,60,1587,9,9,2,2,1
0,1,12,58,3,12-13,70,2198,0,9,2,1,1
0,6,8,44,6,17-18,60,1587,0,1,2,1,1
0,6,11,47,3,14-15,60,2000,0,9,2,2,1
0,6,16,25,3,14-15,60,1998,0,9,2,2,1
0,6,16,25,3,14-15,60,1998,0,9,2,2,1
3,3,8,79,1,14-15,50,1587,3,1,2,2,1
1,3,6,83,1,10-11,30,1360,1,9,1,1,1
0,6,8,82,6,16-17,60,1560,0,9,2,1,1
1,6,1,96,7,15-16,30,1587,1,22,1,2,1
0,3,8,77,4,18-19,60,1587,0,9,2,2,1
0,6,13,27,7,21-22,60,1388,0,9,2,1,1
0,6,14,51,7,21-22,60,2495,0,9,2,1,1
1,3,12,72,6,14-15,30,2685,1,9,2,1,1
3,4,14,27,7,5-6,30,1149,3,9,2,1,1
0,1,8,49,1,18-19,70,1587,0,9,2,1,1
0,3,8,82,2,15-16,70,1984,0,9,2,1,1
0,3,8,51,2,15-16,70,1587,0,9,2,1,1
0,6,9,49,1,16-17,60,998,0,5,2,1,1
0,3,2,43,4,20-21,60,1461,0,9,2,1,1
0,3,2,43,4,20-21,60,1461,0,9,2,1,1
0,3,2,43,4,20-21,60,1461,0,9,2,1,1
0,3,2,23,4,20-21,60,1242,0,9,2,1,1
0,3,16,47,3,6-7,60,2000,0,9,2,2,1
0,3,3,54,3,6-7,60,1598,0,9,2,2,1
0,3,8,28,3,6-7,60,1242,0,9,2,2,1
9,3,13,20,1,2-3,30,1598,9,9,2,1,1
9,3,13,20,1,2-3,30,1598,9,9,2,1,1
9,3,13,20,1,2-3,30,1598,9,9,2,1,1
3,3,9,27,7,14-15,60,599,3,5,2,1,1
0,3,7,88,1,15-16,30,1386,0,9,2,1,1
0,3,7,88,1,15-16,30,1386,0,9,2,1,1
0,3,15,25,6,19-20,60,1997,0,9,2,1,1
0,3,15,25,6,19-20,60,1997,0,9,2,1,1
0,3,15,25,6,19-20,60,1997,0,9,2,1,1
0,3,17,55,6,19-20,60,1242,0,9,2,1,1
0,3,8,31,6,19-20,60,1587,0,9,2,1,1
3,3,8,21,3,8-9,50,1587,3,1,2,1,1
0,1,10,51,1,21-22,70,2461,0,19,2,1,1
0,1,10,51,1,21-22,70,2461,0,19,2,1,1
0,1,10,51,1,21-22,70,2461,0,19,2,1,1
6,3,8,32,6,17-18,50,1587,6,9,2,2,1
1,3,22,37,1,1-2,50,1796,1,9,2,1,1
1,3,22,37,1,1-2,50,1796,1,9,2,1,1
1,1,10,60,3,10-11,70,1560,1,9,1,2,1
0,3,17,31,1,9-10,60,1840,0,9,2,1,1
0,6,11,19,2,16-17,30,11021,0,21,1,2,1
0,6,11,19,2,16-17,30,11021,0,21,1,2,1
0,6,11,19,2,16-17,30,11021,0,21,1,2,1
0,6,8,57,2,16-17,30,1587,0,9,1,2,1
0,6,8,57,2,16-17,30,1587,0,9,1,2,1
0,6,11,40,2,16-17,30,1390,0,9,1,2,1
0,6,2,34,2,16-17,30,1984,0,9,1,2,1
0,6,2,34,2,16-17,30,1984,0,9,1,2,1
0,6,2,34,2,16-17,30,1984,0,9,1,2,1
0,3,11,42,2,5-6,40,1299,0,9,2,1,1
0,6,18,47,3,11-12,30,5900,0,11,1,1,1
0,3,13,46,7,16-17,40,1596,0,9,2,1,1
0,6,8,37,4,16-17,30,1587,0,9,1,1,1
0,3,2,21,5,15-16,70,48,0,2,2,1,1
8,6,12,37,3,9-10,40,1299,8,9,2,1,1
8,6,12,37,3,9-10,40,1299,8,9,2,1,1
8,6,12,37,3,9-10,40,1299,8,9,2,1,1
3,3,8,33,7,9-10,40,125,3,3,2,1,1
0,3,9,47,5,9-10,70,998,0,5,1,1,1
0,6,8,73,1,17-18,30,1587,0,9,2,1,1
0,3,8,7,5,15-16,60,1587,0,1,2,1,1
3,3,1,43,4,5-6,30,125,3,3,1,1,1
0,3,9,81,5,11-12,60,1360,0,9,2,1,1
0,4,8,77,6,11-12,60,1997,0,9,2,1,1
0,4,8,50,6,11-12,60,1587,0,9,2,1,1
0,3,8,67,3,15-16,60,1587,0,17,2,1,1
0,3,13,54,3,15-16,60,1389,0,9,2,1,1
0,3,13,54,3,15-16,60,1389,0,9,2,1,1
0,3,13,54,3,15-16,60,1389,0,9,2,1,1
0,4,14,26,2,15-16,60,1587,0,9,2,1,1
0,6,8,37,7,5-6,20,1587,0,9,1,1,1
0,6,15,81,6,20-21,30,1795,0,9,1,1,1
8,6,8,35,6,22-23,20,1587,8,22,1,1,1
0,3,12,40,7,6-7,30,1390,0,9,1,1,1
0,3,8,20,3,18-19,50,1587,0,1,2,2,1
0,1,18,20,1,4-5,40,1493,0,9,1,2,1
0,3,6,67,7,14-15,60,1582,0,9,2,1,1
0,3,6,67,7,14-15,60,1582,0,9,2,1,1
5,3,8,43,2,22-23,70,1587,5,1,1,2,1
0,3,9,21,4,8-9,60,1242,0,9,2,2,1
0,3,1,25,4,8-9,60,1995,0,9,2,2,1
0,3,1,25,4,8-9,60,1995,0,9,2,2,1
0,3,1,25,4,8-9,60,1995,0,9,2,2,1
0,3,1,25,4,8-9,60,1995,0,9,2,2,1
6,4,3,83,6,15-16,50,1398,6,9,2,1,1
6,4,8,22,6,15-16,50,1587,6,9,2,1,1
0,3,9,72,1,15-16,60,1598,0,9,2,4,1
0,3,9,72,1,15-16,60,1598,0,9,2,4,1
0,3,11,89,6,16-17,50,1339,0,9,2,1,1
0,3,11,89,6,16-17,50,1339,0,9,2,1,1
0,3,18,22,6,10-11,60,1124,0,9,2,2,1
0,5,8,52,3,11-12,30,1587,0,1,1,1,1
1,3,12,36,6,2-3,70,1598,1,9,1,2,1
8,3,4,41,2,11-12,60,998,8,5,2,1,1
8,3,4,46,2,11-12,60,1043,8,5,2,1,1
0,3,3,51,1,4-5,60,2198,0,19,2,1,1
0,4,13,42,7,15-16,40,919,0,5,2,1,1
0,4,5,43,7,15-16,40,1043,0,5,2,1,1
2,3,8,71,4,13-14,30,125,2,3,1,1,1
0,3,7,20,3,20-21,60,1339,0,9,2,2,1
0,3,11,43,3,20-21,60,1796,0,9,2,2,1
0,3,11,43,3,20-21,60,1796,0,9,2,2,1
0,5,18,56,6,17-18,60,998,0,9,2,1,1
3,3,7,26,1,14-15,40,125,3,3,1,2,1
0,3,12,57,3,9-10,50,1398,0,9,2,2,1
0,3,17,26,3,9-10,50,1124,0,9,2,2,1
0,3,15,26,5,1-2,40,1598,0,9,2,1,1
0,3,9,23,5,1-2,40,2967,0,9,2,1,1
0,3,9,23,5,1-2,40,2967,0,9,2,1,1
9,3,3,26,7,8-9,50,1150,9,5,2,1,1
9,3,6,50,7,8-9,50,1896,9,9,2,1,1
0,4,13,72,4,11-12,60,1753,0,9,2,2,1
0,4,13,72,4,11-12,60,1753,0,9,2,2,1
0,4,13,72,4,11-12,60,1753,0,9,2,2,1
0,4,13,72,4,11-12,60,1753,0,9,2,2,1
0,5,8,23,7,17-18,30,999,0,9,1,1,1
0,3,2,84,6,0-1,60,1796,0,9,2,1,1
0,1,2,21,5,5-6,70,1995,0,9,2,1,1
0,3,6,51,6,6-7,50,998,0,9,2,2,1
0,3,7,30,6,6-7,50,1560,0,9,2,2,1
0,1,8,47,2,18-19,70,1587,0,9,2,1,1
0,1,3,52,2,18-19,70,10837,0,21,2,1,1
0,3,14,25,1,0-1,40,973,0,9,2,2,1
0,3,14,25,1,0-1,40,973,0,9,2,2,1
0,1,8,48,2,3-4,70,1587,0,21,2,2,1
3,3,2,20,7,16-17,40,124,3,3,2,1,1
0,5,8,54,5,15-16,60,1587,0,1,2,1,1
0,3,4,51,1,19-20,70,675,0,5,2,1,1
0,3,4,51,1,19-20,70,675,0,5,2,1,1
0,3,6,59,2,13-14,60,1596,0,9,2,1,1
0,3,7,61,2,13-14,60,1968,0,9,2,1,1
0,3,7,61,2,13-14,60,1968,0,9,2,1,1
1,3,8,25,3,6-7,50,599,1,5,2,2,1
0,5,6,29,5,1-2,60,599,0,5,2,1,1
3,5,8,11,4,19-20,30,1587,3,1,2,1,1
0,3,30,45,5,14-15,60,197,0,4,2,1,1
0,3,1,53,5,14-15,60,1968,0,9,2,1,1
0,3,13,61,2,16-17,60,2495,0,9,2,2,1
0,3,13,61,2,16-17,60,2495,0,9,2,2,1
0,3,13,61,2,16-17,60,2495,0,9,2,2,1
0,3,12,58,2,16-17,60,1896,0,9,2,2,1
3,3,4,51,6,19-20,60,3436,3,9,2,1,1
3,3,4,51,6,19-20,60,3436,3,9,2,1,1
3,3,7,58,6,19-20,60,8867,3,21,2,1,1
3,3,8,61,4,17-18,60,1998,3,9,2,1,1
3,3,14,49,4,17-18,60,1157,3,5,2,1,1
0,1,13,60,1,2-3,70,1984,0,9,2,1,1
0,1,13,60,1,2-3,70,1984,0,9,2,1,1
0,1,13,60,1,2-3,70,1984,0,9,2,1,1
0,1,13,60,1,2-3,70,1984,0,9,2,1,1
6,6,7,57,5,0-1,30,1988,6,9,2,1,1
3,3,20,73,5,10-11,60,1340,3,5,2,1,1
0,3,8,18,5,17-18,60,125,0,4,2,1,1
0,3,8,60,7,17-18,60,1587,0,1,2,1,1
1,4,9,30,1,21-22,40,999,1,5,1,1,1
0,4,8,71,2,9-10,30,1587,0,1,1,1,1
3,4,10,29,5,14-15,50,125,3,3,2,1,1
0,3,8,23,6,21-22,60,998,0,9,2,1,1
0,3,10,76,6,21-22,60,1560,0,9,2,1,1
0,3,10,76,6,21-22,60,1560,0,9,2,1,1
0,3,12,57,5,6-7,60,998,0,9,2,2,1
0,3,1,31,5,6-7,60,1248,0,19,2,2,1
0,3,10,20,1,23-24,60,1598,0,9,2,1,1
0,3,7,30,1,23-24,60,1364,0,9,2,1,1
0,3,7,30,1,23-24,60,1364,0,9,2,1,1
0,3,15,24,1,23-24,60,2496,0,9,2,1,1
3,3,2,31,3,13-14,50,1753,3,19,2,2,1
3,3,9,97,3,13-14,50,1910,3,9,2,2,1
3,5,1,23,7,10-11,30,1956,3,9,2,1,1
3,3,8,78,4,11-12,60,1368,3,9,2,1,1
3,3,3,52,4,11-12,60,10837,3,21,2,1,1
3,3,11,32,4,11-12,60,1596,3,9,2,1,1
0,3,5,49,2,20-21,60,1360,0,9,2,2,1
0,3,10,27,2,20-21,60,1896,0,9,2,2,1
0,3,10,27,2,20-21,60,1896,0,9,2,2,1
0,3,4,52,2,20-21,60,10308,0,21,2,2,1
0,3,2,54,6,10-11,30,3920,0,21,1,1,1
3,6,14,94,1,10-11,30,1299,3,9,1,1,1
0,3,13,24,4,16-17,60,1796,0,9,2,1,1
0,3,6,49,4,16-17,60,1399,0,9,2,1,1
0,3,6,49,4,16-17,60,1399,0,9,2,1,1
0,3,6,49,4,16-17,60,1399,0,9,2,1,1
0,3,6,49,4,16-17,60,1399,0,9,2,1,1
6,5,7,84,6,12-13,30,1753,6,19,2,1,1
6,5,6,91,6,12-13,30,1498,6,9,2,1,1
3,3,7,50,3,7-8,40,849,3,5,1,1,1
0,4,12,28,1,21-22,60,1796,0,9,2,1,1
0,4,12,28,1,21-22,60,1796,0,9,2,1,1
0,4,12,28,1,21-22,60,1796,0,9,2,1,1
0,4,12,28,1,21-22,60,1796,0,9,2,1,1
0,4,12,28,1,21-22,60,1796,0,9,2,1,1
0,3,15,75,3,5-6,40,796,0,9,1,1,1
0,3,14,53,5,18-19,60,1084,0,5,2,1,1
0,3,14,53,5,18-19,60,1084,0,5,2,1,1
0,3,6,34,5,18-19,60,1596,0,9,2,1,1
0,3,8,60,1,14-15,60,1242,0,9,2,1,1
0,3,8,60,1,14-15,60,1242,0,9,2,1,1
0,3,8,60,1,14-15,60,1242,0,9,2,1,1
0,3,2,36,1,14-15,60,1582,0,9,2,1,1
0,3,18,24,2,15-16,60,1595,0,9,2,1,1
0,3,18,24,2,15-16,60,1595,0,9,2,1,1
0,3,18,24,2,15-16,60,1595,0,9,2,1,1
0,3,2,63,2,15-16,60,1560,0,9,2,1,1
0,3,2,63,2,15-16,60,1560,0,9,2,1,1
0,3,13,40,2,15-16,60,1896,0,9,2,1,1
0,4,14,26,1,17-18,50,645,0,5,2,1,1
0,4,14,26,1,17-18,50,645,0,5,2,1,1
0,3,9,21,3,22-23,40,1598,0,9,1,2,1
0,3,9,21,3,22-23,40,1598,0,9,1,2,1
6,3,13,25,1,19-20,40,1870,6,9,1,1,1
6,3,13,25,1,19-20,40,1870,6,9,1,1,1
6,3,13,25,1,19-20,40,1870,6,9,1,1,1
